word,part_of_speech,level,category
crazy,adj,A2,A2 - Other Adjectives
creative,adj,A2,A2 - Other Adjectives
crowded,adj,A2,A2 - Other Adjectives
curly,adj,A2,A2 - Other Adjectives
daily,adj,A2,A2 - Other Adjectives
direct,adj,A2,A2 - Other Adjectives
electric,adj,A2,A2 - Other Adjectives
electrical,adj,A2,A2 - Other Adjectives
everyday,adj,A2,A2 - Other Adjectives
exact,adj,A2,A2 - Other Adjectives
expert,adj,A2,A2 - Other Adjectives
extreme,adj,A2,A2 - Other Adjectives
fair,adj,A2,A2 - Other Adjectives
female,adj,A2,A2 - Other Adjectives
flying,adj,A2,A2 - Other Adjectives
following,adj,A2,A2 - Other Adjectives
formal,adj,A2,A2 - Other Adjectives
fresh,adj,A2,A2 - Other Adjectives
general,adj,A2,A2 - Other Adjectives
gold,adj,A2,A2 - Other Adjectives
heavy,adj,A2,A2 - Other Adjectives
human,adj,A2,A2 - Other Adjectives
ideal,adj,A2,A2 - Other Adjectives
included,adj,A2,A2 - Other Adjectives
incredible,adj,A2,A2 - Other Adjectives
independent,adj,A2,A2 - Other Adjectives
individual,adj,A2,A2 - Other Adjectives
informal,adj,A2,A2 - Other Adjectives
lost,adj,A2,A2 - Other Adjectives
lucky,adj,A2,A2 - Other Adjectives
male,adj,A2,A2 - Other Adjectives
medical,adj,A2,A2 - Other Adjectives
middle,adj,A2,A2 - Other Adjectives
missing,adj,A2,A2 - Other Adjectives
musical,adj,A2,A2 - Other Adjectives
original,adj,A2,A2 - Other Adjectives
physical,adj,A2,A2 - Other Adjectives
plastic,adj,A2,A2 - Other Adjectives
pop,adj,A2,A2 - Other Adjectives
professional,adj,A2,A2 - Other Adjectives
recent,adj,A2,A2 - Other Adjectives
scary,adj,A2,A2 - Other Adjectives
secret,adj,A2,A2 - Other Adjectives
separate,adj,A2,A2 - Other Adjectives
social,adj,A2,A2 - Other Adjectives
specific,adj,A2,A2 - Other Adjectives
teenage,adj,A2,A2 - Other Adjectives
top,adj,A2,A2 - Other Adjectives
traditional,adj,A2,A2 - Other Adjectives
typical,adj,A2,A2 - Other Adjectives
unhappy,adj,A2,A2 - Other Adjectives
united,adj,A2,A2 - Other Adjectives
wooden,adj,A2,A2 - Other Adjectives
working,adj,A2,A2 - Other Adjectives
anymore,adv,A2,A2 - Other Adverbs
differently,adv,A2,A2 - Other Adverbs
fortunately,adv,A2,A2 - Other Adverbs
happily,adv,A2,A2 - Other Adverbs
loudly,adv,A2,A2 - Other Adverbs
mostly,adv,A2,A2 - Other Adverbs
normally,adv,A2,A2 - Other Adverbs
overseas,adv,A2,A2 - Other Adverbs
perhaps,adv,A2,A2 - Other Adverbs
sadly,adv,A2,A2 - Other Adverbs
unfortunately,adv,A2,A2 - Other Adverbs
mine (hole in the ground),n,B1,Grammar - Pronouns
ours,pron,B1,Grammar - Pronouns
theirs,pron,B1,Grammar - Pronouns
IT,n,B1,Grammar - Pronouns
plenty,pron,B1,Grammar - Pronouns
while,n,B1,Grammar - Conjunctions
though,conj,B1,Grammar - Conjunctions
though,adv,B1,Grammar - Conjunctions
whether,conj,B1,Grammar - Conjunctions
unless,conj,B1,Grammar - Conjunctions
whenever,conj,B1,Grammar - Conjunctions
except,conj,B1,Grammar - Conjunctions
once,conj,B1,Grammar - Conjunctions
now,conj,B1,Grammar - Conjunctions
within,prep,B1,Grammar - Prepositions
upon,prep,B1,Grammar - Prepositions
despite,prep,B1,Grammar - Prepositions
unlike,prep,B1,Grammar - Prepositions
neither,adv,B1,Grammar - Quantifiers & Determiners
will,n,B1,Grammar - Modal & Auxiliary
mention,n,B1,Verbs - Communication
contact,n,B1,Verbs - Communication
contact,v,B1,Verbs - Communication
warn,v,B1,Verbs - Communication
advise,v,B1,Verbs - Communication
announce,v,B1,Verbs - Communication
apologize,v,B1,Verbs - Communication
confirm,v,B1,Verbs - Communication
admit,v,B1,Verbs - Communication
convince,v,B1,Verbs - Communication
state,v,B1,Verbs - Communication
indicate,v,B1,Verbs - Communication
define,v,B1,Verbs - Communication
represent,v,B1,Verbs - Communication
worry,n,B1,Verbs - Mental & Thinking
wonder,v,B1,Verbs - Mental & Thinking
wonder,n,B1,Verbs - Mental & Thinking
remind,v,B1,Verbs - Mental & Thinking
intend,v,B1,Verbs - Mental & Thinking
doubt,n,B1,Verbs - Mental & Thinking
doubt,v,B1,Verbs - Mental & Thinking
concentrate,v,B1,Verbs - Mental & Thinking
appreciate,v,B1,Verbs - Mental & Thinking
admire,v,B1,Verbs - Mental & Thinking
determine,v,B1,Verbs - Mental & Thinking
confuse,v,B1,Verbs - Mental & Thinking
push,n,B1,Verbs - Movement & Physical Action
pull,n,B1,Verbs - Movement & Physical Action
climb,n,B1,Verbs - Movement & Physical Action
hurry,n,B1,Verbs - Movement & Physical Action
hurry,v,B1,Verbs - Movement & Physical Action
raise,n,B1,Verbs - Movement & Physical Action
kick,v,B1,Verbs - Movement & Physical Action
kick,n,B1,Verbs - Movement & Physical Action
wave,v,B1,Verbs - Movement & Physical Action
hang,v,B1,Verbs - Movement & Physical Action
shake,n,B1,Verbs - Movement & Physical Action
bend,v,B1,Verbs - Movement & Physical Action
bend,n,B1,Verbs - Movement & Physical Action
fold,v,B1,Verbs - Movement & Physical Action
spread,v,B1,Verbs - Movement & Physical Action
lay,v,B1,Verbs - Movement & Physical Action
sink,v,B1,Verbs - Movement & Physical Action
spring,v,B1,Verbs - Movement & Physical Action
repair,n,B1,Verbs - Daily Activities
touch,n,B1,Verbs - Daily Activities
damage,n,B1,Verbs - Daily Activities
damage,v,B1,Verbs - Daily Activities
clear,v,B1,Verbs - Daily Activities
sort,v,B1,Verbs - Daily Activities
store,v,B1,Verbs - Daily Activities
gather,v,B1,Verbs - Daily Activities
fasten,v,B1,Verbs - Daily Activities
treat,v,B1,Verbs - Social Interaction
participate,v,B1,Verbs - Social Interaction
bother,v,B1,Verbs - Social Interaction
hate,n,B1,Verbs - Social Interaction
act,n,B1,Verbs - Social Interaction
encourage,v,B1,Verbs - Social Interaction
entertain,v,B1,Verbs - Social Interaction
persuade,v,B1,Verbs - Social Interaction
explore,v,B1,Verbs - Social Interaction
deliver,v,B1,Verbs - Social Interaction
rent,n,B1,Verbs - Social Interaction
rent,v,B1,Verbs - Social Interaction
feature,v,B1,Verbs - Social Interaction
normal,n,B1,Adjectives - Quality & Characteristics
basic,adj,B1,Adjectives - Quality & Characteristics
familiar,adj,B1,Adjectives - Quality & Characteristics
proper,adj,B1,Adjectives - Quality & Characteristics
obvious,adj,B1,Adjectives - Quality & Characteristics
essential,adj,B1,Adjectives - Quality & Characteristics
suitable,adj,B1,Adjectives - Quality & Characteristics
effective,adj,B1,Adjectives - Quality & Characteristics
valuable,adj,B1,Adjectives - Quality & Characteristics
continuous,adj,B1,Adjectives - Quality & Characteristics
definite,adj,B1,Adjectives - Quality & Characteristics
central,adj,B1,Adjectives - Quality & Characteristics
standard,n,B1,Adjectives - Quality & Characteristics
standard,adj,B1,Adjectives - Quality & Characteristics
advanced,adj,B1,Adjectives - Quality & Characteristics
complex,adj,B1,Adjectives - Quality & Characteristics
automatic,adj,B1,Adjectives - Quality & Characteristics
commercial,adj,B1,Adjectives - Quality & Characteristics
commercial,n,B1,Adjectives - Quality & Characteristics
deep,adv,B1,Adjectives - Size & Measurement
tiny,adj,B1,Adjectives - Size & Measurement
giant,adj,B1,Adjectives - Size & Measurement
giant,n,B1,Adjectives - Size & Measurement
medium,adj,B1,Adjectives - Size & Measurement
tight,adj,B1,Adjectives - Size & Measurement
neat,adj,B1,Adjectives - Appearance & Looks
ugly,adj,B1,Adjectives - Appearance & Looks
shiny,adj,B1,Adjectives - Appearance & Looks
smooth,adj,B1,Adjectives - Appearance & Looks
sharp,adj,B1,Adjectives - Appearance & Looks
pale,adj,B1,Adjectives - Appearance & Looks
covered,adj,B1,Adjectives - Appearance & Looks
dressed,adj,B1,Adjectives - Appearance & Looks
kind (caring),adj,B1,Adjectives - Positive Personality
honest,adj,B1,Adjectives - Positive Personality
confident,adj,B1,Adjectives - Positive Personality
brave,adj,B1,Adjectives - Positive Personality
clever,adj,B1,Adjectives - Positive Personality
generous,adj,B1,Adjectives - Positive Personality
gentle,adj,B1,Adjectives - Positive Personality
sensible,adj,B1,Adjectives - Positive Personality
pleasant,adj,B1,Adjectives - Positive Personality
cheerful,adj,B1,Adjectives - Positive Personality
shy,adj,B1,Adjectives - Negative Personality
careless,adj,B1,Adjectives - Negative Personality
silly,adj,B1,Adjectives - Negative Personality
cruel,adj,B1,Adjectives - Negative Personality
mad,adj,B1,Adjectives - Negative Personality
criminal,adj,B1,Adjectives - Negative Personality
convenient,adj,B1,Adjectives - Degree & Intensity
practical,adj,B1,Adjectives - Degree & Intensity
powerful,adj,B1,Adjectives - Degree & Intensity
reliable,adj,B1,Adjectives - Degree & Intensity
responsible,adj,B1,Adjectives - Degree & Intensity
determined,adj,B1,Adjectives - Degree & Intensity
impressive,adj,B1,Adjectives - Degree & Intensity
fascinating,adj,B1,Adjectives - Degree & Intensity
competitive,adj,B1,Adjectives - Degree & Intensity
fashionable,adj,B1,Adjectives - Degree & Intensity
rare,adj,B1,Adjectives - Degree & Intensity
fancy,adj,B1,Adjectives - Degree & Intensity
happiness,n,B1,Emotions - Positive
glad,adj,B1,Emotions - Positive
proud,adj,B1,Emotions - Positive
grateful,adj,B1,Emotions - Positive
amazed,adj,B1,Emotions - Positive
pleasure,n,B1,Emotions - Positive
upset,adj,B1,Emotions - Negative
upset,v,B1,Emotions - Negative
disappointed,adj,B1,Emotions - Negative
disappointing,adj,B1,Emotions - Negative
annoyed,adj,B1,Emotions - Negative
annoying,adj,B1,Emotions - Negative
confused,adj,B1,Emotions - Negative
embarrassed,adj,B1,Emotions - Negative
embarrassing,adj,B1,Emotions - Negative
frightened,adj,B1,Emotions - Negative
frightening,adj,B1,Emotions - Negative
lonely,adj,B1,Emotions - Negative
guilty,adj,B1,Emotions - Negative
horrible,adj,B1,Emotions - Negative
horror,n,B1,Emotions - Negative
calm,adj,B1,Emotions - Neutral & Complex
calm,v,B1,Emotions - Neutral & Complex
calm,n,B1,Emotions - Neutral & Complex
aware,adj,B1,Emotions - Neutral & Complex
mood,n,B1,Emotions - Neutral & Complex
spirit,n,B1,Emotions - Neutral & Complex
passion,n,B1,Emotions - Neutral & Complex
relative,adj,B1,People - Family & Relationships
relative,n,B1,People - Family & Relationships
youth,n,B1,People - Family & Relationships
bride,n,B1,People - Family & Relationships
gentleman,n,B1,People - Family & Relationships
staff,n,B1,People - Professions & Roles
host,n,B1,People - Professions & Roles
judge,n,B1,People - Professions & Roles
judge,v,B1,People - Professions & Roles
stranger,n,B1,People - Professions & Roles
volunteer,n,B1,People - Professions & Roles
volunteer,v,B1,People - Professions & Roles
trainer,n,B1,People - Professions & Roles
editor,n,B1,People - Professions & Roles
photographer,n,B1,People - Professions & Roles
politician,n,B1,People - Professions & Roles
organizer,n,B1,People - Professions & Roles
producer,n,B1,People - Professions & Roles
captain,n,B1,People - Professions & Roles
sailor,n,B1,People - Professions & Roles
poet,n,B1,People - Professions & Roles
victim,n,B1,People - Professions & Roles
priest,n,B1,People - Professions & Roles
prince,n,B1,People - Professions & Roles
princess,n,B1,People - Professions & Roles
servant,n,B1,People - Professions & Roles
native,adj,B1,People - Social Categories
native,n,B1,People - Social Categories
graduate,n,B1,People - Social Categories
graduate,v,B1,People - Social Categories
immigrant,n,B1,People - Social Categories
supporter,n,B1,People - Social Categories
prisoner,n,B1,People - Social Categories
slave,n,B1,People - Social Categories
young,n,B1,People - Age Groups
chest,n,B1,Body - Parts
throat,n,B1,Body - Parts
tongue,n,B1,Body - Parts
lip,n,B1,Body - Parts
muscle,n,B1,Body - Parts
toe,n,B1,Body - Parts
nail,n,B1,Body - Parts
treatment,n,B1,Health - Medical
symptom,n,B1,Health - Medical
fitness,n,B1,Health - Medical
alcohol,n,B1,Health - Medical
breath,n,B1,Health - Wellness
breathing,n,B1,Health - Wellness
entrance,n,B1,Home - Structure & Parts
exit,n,B1,Home - Structure & Parts
ceiling,n,B1,Home - Structure & Parts
curtain,n,B1,Home - Structure & Parts
pipe,n,B1,Home - Structure & Parts
heating,n,B1,Home - Structure & Parts
key,v,B1,Home - Objects & Items
pot,n,B1,Home - Objects & Items
pan,n,B1,Home - Objects & Items
container,n,B1,Home - Objects & Items
coin,n,B1,Home - Objects & Items
alarm,n,B1,Home - Objects & Items
bell,n,B1,Home - Objects & Items
chain,n,B1,Home - Objects & Items
rope,n,B1,Home - Objects & Items
tape,n,B1,Home - Objects & Items
glove,n,B1,Home - Objects & Items
cap,n,B1,Home - Objects & Items
frame,n,B1,Home - Objects & Items
frame,v,B1,Home - Objects & Items
shelf,n,B1,Home - Furniture
cupboard,n,B1,Home - Furniture
property,n,B1,Housing - Concepts
safety,n,B1,Housing - Concepts
living,adj,B1,Housing - Concepts
living,n,B1,Housing - Concepts
leisure,n,B1,Housing - Concepts
poverty,n,B1,Housing - Concepts
cream,adj,B1,Food - Ingredients & Items
flour,n,B1,Food - Ingredients & Items
ingredient,n,B1,Food - Ingredients & Items
corn,n,B1,Food - Ingredients & Items
mix,v,B1,Cooking - Methods
mix,n,B1,Cooking - Methods
pour,v,B1,Cooking - Methods
bake,v,B1,Cooking - Methods
fry,v,B1,Cooking - Methods
employment,n,B1,Work - General
application,n,B1,Work - General
appointment,n,B1,Work - General
agreement,n,B1,Work - General
profession,n,B1,Work - General
trade,n,B1,Work - General
trade,v,B1,Work - General
management,n,B1,Work - General
issue,n,B1,Work - General
duty,n,B1,Work - General
function,n,B1,Work - General
qualification,n,B1,Work - General
client,n,B1,Work - General
agent,n,B1,Work - General
account,n,B1,Work - General
afford,v,B1,Verbs - Business & Professional
charge,n,B1,Verbs - Business & Professional
charge,v,B1,Verbs - Business & Professional
hire,v,B1,Verbs - Business & Professional
promote,v,B1,Verbs - Business & Professional
market,v,B1,Verbs - Business & Professional
invest,v,B1,Verbs - Business & Professional
award,v,B1,Verbs - Business & Professional
payment,n,B1,Business - Economy & Finance
tax,n,B1,Business - Economy & Finance
tax,v,B1,Business - Economy & Finance
deal,n,B1,Business - Economy & Finance
spending,n,B1,Business - Economy & Finance
profit,n,B1,Business - Economy & Finance
economy,n,B1,Business - Economy & Finance
discount,n,B1,Business - Economy & Finance
balance,n,B1,Business - Economy & Finance
balance,v,B1,Business - Economy & Finance
consumer,n,B1,Business - Economy & Finance
brand,n,B1,Business - Economy & Finance
brand,v,B1,Business - Economy & Finance
currency,n,B1,Business - Economy & Finance
export,n,B1,Business - Economy & Finance
export,v,B1,Business - Economy & Finance
import,n,B1,Business - Economy & Finance
import,v,B1,Business - Economy & Finance
receipt,n,B1,Business - Economy & Finance
marketing,n,B1,Business - Economy & Finance
production,n,B1,Business - Economy & Finance
grade,n,B1,Education - Academic
assignment,n,B1,Education - Academic
chapter,n,B1,Education - Academic
academic,adj,B1,Education - Academic
analysis,n,B1,Education - Academic
diagram,n,B1,Education - Academic
literature,n,B1,Education - Academic
journal,n,B1,Education - Academic
clause,n,B1,Education - Academic
script,n,B1,Education - Academic
achievement,n,B1,Education - Skills
technique,n,B1,Education - Skills
intelligence,n,B1,Education - Skills
talent,n,B1,Education - Skills
translation,n,B1,Education - Skills
educate,v,B1,Verbs - Learning & Teaching
translate,v,B1,Verbs - Learning & Teaching
coach,v,B1,Verbs - Learning & Teaching
revise,v,B1,Verbs - Learning & Teaching
summarize,v,B1,Verbs - Learning & Teaching
location,n,B1,Places - Urban & Public
destination,n,B1,Places - Urban & Public
countryside,n,B1,Places - Urban & Public
stadium,n,B1,Places - Urban & Public
garage,n,B1,Places - Urban & Public
port,n,B1,Places - Urban & Public
path,n,B1,Places - Nature
bank (river),n,B1,Places - Nature
nation,n,B1,Geography - Features
border,n,B1,Geography - Features
district,n,B1,Geography - Features
journey,n,B1,Transport - Vehicles & Travel
helicopter,n,B1,Transport - Vehicles & Travel
tire,n,B1,Transport - Vehicles & Travel
highway,n,B1,Transport - Infrastructure
arrival,n,B1,Transport - Related Concepts
departure,n,B1,Transport - Related Concepts
entry,n,B1,Transport - Related Concepts
generation,n,B1,Time - Periods
childhood,n,B1,Time - Periods
currently,adv,B1,Time - Adverbs
previously,adv,B1,Time - Adverbs
eventually,adv,B1,Time - Adverbs
meanwhile,adv,B1,Time - Adverbs
regularly,adv,B1,Time - Adverbs
frequently,adv,B1,Time - Adverbs
rarely,adv,B1,Time - Adverbs
forever,adv,B1,Time - Adverbs
ahead,adv,B1,Time - Adverbs
backward,adv,B1,Time - Adverbs
approximately,adv,B1,Time - Adverbs
automatically,adv,B1,Time - Adverbs
obviously,adv,B1,Time - Adverbs
naturally,adv,B1,Time - Adverbs
generally,adv,B1,Time - Adverbs
simply,adv,B1,Time - Adverbs
specifically,adv,B1,Time - Adverbs
typically,adv,B1,Time - Adverbs
properly,adv,B1,Time - Adverbs
seriously,adv,B1,Time - Adverbs
perfectly,adv,B1,Time - Adverbs
successfully,adv,B1,Time - Adverbs
possibly,adv,B1,Time - Adverbs
surely,adv,B1,Time - Adverbs
absolutely,adv,B1,Time - Adverbs
originally,adv,B1,Time - Adverbs
apart,adv,B1,Time - Adverbs
therefore,adv,B1,Manner - How Actions Are Done
this,adv,B1,Manner - How Actions Are Done
that,adv,B1,Manner - How Actions Are Done
mainly,adv,B1,Manner - How Actions Are Done
particularly,adv,B1,Manner - How Actions Are Done
personally,adv,B1,Manner - How Actions Are Done
similarly,adv,B1,Manner - How Actions Are Done
equally,adv,B1,Manner - How Actions Are Done
directly,adv,B1,Manner - How Actions Are Done
effectively,adv,B1,Manner - How Actions Are Done
daily,adv,B1,Manner - How Actions Are Done
strongly,adv,B1,Manner - How Actions Are Done
highly,adv,B1,Manner - How Actions Are Done
heavily,adv,B1,Manner - How Actions Are Done
slightly,adv,B1,Manner - How Actions Are Done
totally,adv,B1,Manner - How Actions Are Done
hardly,adv,B1,Manner - How Actions Are Done
wrong,adv,B1,Manner - How Actions Are Done
worse,adv,B1,Manner - How Actions Are Done
worst,adv,B1,Manner - How Actions Are Done
cheap,adv,B1,Manner - How Actions Are Done
extra,adv,B1,Manner - How Actions Are Done
fairly,adv,B1,Manner - How Actions Are Done
further,adv,B1,Manner - How Actions Are Done
indeed,adv,B1,Manner - How Actions Are Done
incredibly,adv,B1,Manner - How Actions Are Done
indoors,adv,B1,Manner - How Actions Are Done
outdoors,adv,B1,Manner - How Actions Are Done
necessarily,adv,B1,Manner - How Actions Are Done
worldwide,adj,B1,Manner - How Actions Are Done
worldwide,adv,B1,Manner - How Actions Are Done
by,adv,B1,Manner - How Actions Are Done
since,adv,B1,Manner - How Actions Are Done
keyboard,n,B1,Technology - Devices & Internet
software,n,B1,Technology - Devices & Internet
battery,n,B1,Technology - Devices & Internet
cable,n,B1,Technology - Devices & Internet
robot,n,B1,Technology - Devices & Internet
channel,n,B1,Media - Entertainment & Arts
episode,n,B1,Media - Entertainment & Arts
performance,n,B1,Media - Entertainment & Arts
entertainment,n,B1,Media - Entertainment & Arts
documentary,n,B1,Media - Entertainment & Arts
exhibition,n,B1,Media - Entertainment & Arts
album,n,B1,Media - Entertainment & Arts
ad,n,B1,Media - Entertainment & Arts
poem,n,B1,Media - Entertainment & Arts
poetry,n,B1,Media - Entertainment & Arts
musical,n,B1,Media - Entertainment & Arts
portrait,n,B1,Media - Entertainment & Arts
sculpture,n,B1,Media - Entertainment & Arts
statue,n,B1,Media - Entertainment & Arts
press,v,B1,Media - Information
press,n,B1,Media - Information
headline,n,B1,Media - Information
presentation,n,B1,Media - Information
photography,n,B1,Media - Information
printing,n,B1,Media - Information
studio,n,B1,Media - Information
viewer,n,B1,Media - Audience
resource,n,B1,Nature - Environment
waste,n,B1,Nature - Environment
waste,v,B1,Nature - Environment
waste,adj,B1,Nature - Environment
earthquake,n,B1,Nature - Environment
flood,n,B1,Nature - Environment
flood,v,B1,Nature - Environment
hurricane,n,B1,Nature - Environment
soil,n,B1,Nature - Environment
mud,n,B1,Nature - Environment
sand,n,B1,Nature - Environment
bee,n,B1,Nature - Animals
tail,n,B1,Nature - Animals
wing,n,B1,Nature - Animals
fur,n,B1,Nature - Animals
shell,n,B1,Nature - Animals
seed,n,B1,Nature - Plants
leaf,n,B1,Nature - Plants
branch,n,B1,Nature - Plants
grain,n,B1,Nature - Plants
experiment,v,B1,Science - General
theory,n,B1,Science - General
laboratory,n,B1,Science - General
engineering,n,B1,Science - General
reaction,n,B1,Science - General
operation,n,B1,Science - General
prediction,n,B1,Science - General
statistic,n,B1,Science - General
atmosphere,n,B1,Science - General
experience,v,B1,Abstract - Ideas & Philosophy
challenge,n,B1,Abstract - Ideas & Philosophy
disadvantage,n,B1,Abstract - Ideas & Philosophy
benefit,v,B1,Abstract - Ideas & Philosophy
difficulty,n,B1,Abstract - Ideas & Philosophy
emergency,n,B1,Abstract - Ideas & Philosophy
aim,v,B1,Abstract - Ideas & Philosophy
aim,n,B1,Abstract - Ideas & Philosophy
view,v,B1,Abstract - Ideas & Philosophy
belief,n,B1,Abstract - Ideas & Philosophy
attitude,n,B1,Abstract - Ideas & Philosophy
respect,n,B1,Abstract - Ideas & Philosophy
respect,v,B1,Abstract - Ideas & Philosophy
responsibility,n,B1,Abstract - Ideas & Philosophy
truth,n,B1,Abstract - Ideas & Philosophy
reality,n,B1,Abstract - Ideas & Philosophy
value,n,B1,Abstract - Ideas & Philosophy
importance,n,B1,Abstract - Ideas & Philosophy
element,n,B1,Abstract - Ideas & Philosophy
theme,n,B1,Abstract - Ideas & Philosophy
category,n,B1,Abstract - Ideas & Philosophy
version,n,B1,Abstract - Ideas & Philosophy
alternative,adj,B1,Abstract - Ideas & Philosophy
occasion,n,B1,Abstract - Ideas & Philosophy
impression,n,B1,Abstract - Ideas & Philosophy
influence,n,B1,Abstract - Ideas & Philosophy
influence,v,B1,Abstract - Ideas & Philosophy
consequence,n,B1,Abstract - Ideas & Philosophy
connection,n,B1,Abstract - Ideas & Philosophy
relation,n,B1,Abstract - Ideas & Philosophy
similarity,n,B1,Abstract - Ideas & Philosophy
comparison,n,B1,Abstract - Ideas & Philosophy
contrast,n,B1,Abstract - Ideas & Philosophy
contrast,v,B1,Abstract - Ideas & Philosophy
definition,n,B1,Abstract - Ideas & Philosophy
conclusion,n,B1,Abstract - Ideas & Philosophy
reference,n,B1,Abstract - Ideas & Philosophy
intention,n,B1,Abstract - Ideas & Philosophy
ambition,n,B1,Abstract - Ideas & Philosophy
emotion,n,B1,Abstract - Ideas & Philosophy
excitement,n,B1,Abstract - Ideas & Philosophy
favor,n,B1,Abstract - Ideas & Philosophy
trend,n,B1,Abstract - Ideas & Philosophy
identity,n,B1,Abstract - Ideas & Philosophy
mystery,n,B1,Abstract - Ideas & Philosophy
religion,n,B1,Abstract - Ideas & Philosophy
reservation,n,B1,Abstract - Ideas & Philosophy
luxury,n,B1,Abstract - Ideas & Philosophy
exchange,n,B1,Abstract - Ideas & Philosophy
exchange,v,B1,Abstract - Ideas & Philosophy
access,n,B1,Abstract - Ideas & Philosophy
access,v,B1,Abstract - Ideas & Philosophy
addition,n,B1,Abstract - Ideas & Philosophy
stuff,n,B1,Abstract - Ideas & Philosophy
prayer,n,B1,Abstract - Ideas & Philosophy
principal,n,B1,Abstract - Ideas & Philosophy
level,adj,B1,Abstract - Quantities & Measurements
length,n,B1,Abstract - Quantities & Measurements
total,adj,B1,Abstract - Quantities & Measurements
total,n,B1,Abstract - Quantities & Measurements
average,v,B1,Abstract - Quantities & Measurements
limit,n,B1,Abstract - Quantities & Measurements
limit,v,B1,Abstract - Quantities & Measurements
range,n,B1,Abstract - Quantities & Measurements
percentage,n,B1,Abstract - Quantities & Measurements
count,n,B1,Abstract - Quantities & Measurements
measure,v,B1,Abstract - Quantities & Measurements
measure,n,B1,Abstract - Quantities & Measurements
basis,n,B1,Abstract - Quantities & Measurements
decade,n,B1,Abstract - Quantities & Measurements
communication,n,B1,Communication - Methods & Forms
note,v,B1,Communication - Methods & Forms
announcement,n,B1,Communication - Methods & Forms
warning,n,B1,Communication - Methods & Forms
comment,v,B1,Communication - Methods & Forms
complaint,n,B1,Communication - Methods & Forms
claim,v,B1,Communication - Methods & Forms
claim,n,B1,Communication - Methods & Forms
quotation,n,B1,Communication - Methods & Forms
talented,adj,B1,Adjectives - Intelligence & Ability
experienced,adj,B1,Adjectives - Intelligence & Ability
educated,adj,B1,Adjectives - Intelligence & Ability
qualified,adj,B1,Adjectives - Intelligence & Ability
warm,v,B1,Adjectives - Temperature & Physical States
cool,v,B1,Adjectives - Temperature & Physical States
frozen,adj,B1,Adjectives - Temperature & Physical States
spicy,adj,B1,Adjectives - Temperature & Physical States
mild,adj,B1,Adjectives - Temperature & Physical States
solid,adj,B1,Adjectives - Temperature & Physical States
solid,n,B1,Adjectives - Temperature & Physical States
liquid,n,B1,Adjectives - Temperature & Physical States
liquid,adj,B1,Adjectives - Temperature & Physical States
current,adj,B1,Adjectives - Time & Status
latest,adj,B1,Adjectives - Time & Status
previous,adj,B1,Adjectives - Time & Status
immediate,adj,B1,Adjectives - Time & Status
expected,adj,B1,Adjectives - Time & Status
due,adj,B1,Adjectives - Time & Status
primary,adj,B1,Adjectives - Time & Status
secondary,adj,B1,Adjectives - Time & Status
leading,adj,B1,Adjectives - Time & Status
political,adj,B1,Adjectives - Social & Cultural
legal,adj,B1,Adjectives - Social & Cultural
illegal,adj,B1,Adjectives - Social & Cultural
official,adj,B1,Adjectives - Social & Cultural
cultural,adj,B1,Adjectives - Social & Cultural
religious,adj,B1,Adjectives - Social & Cultural
educational,adj,B1,Adjectives - Social & Cultural
scientific,adj,B1,Adjectives - Social & Cultural
technical,adj,B1,Adjectives - Social & Cultural
environmental,adj,B1,Adjectives - Social & Cultural
financial,adj,B1,Adjectives - Social & Cultural
global,adj,B1,Adjectives - Social & Cultural
historical,adj,B1,Adjectives - Social & Cultural
historic,adj,B1,Adjectives - Social & Cultural
federal,adj,B1,Adjectives - Social & Cultural
nuclear,adj,B1,Adjectives - Social & Cultural
sexual,adj,B1,Adjectives - Social & Cultural
royal,adj,B1,Adjectives - Social & Cultural
folk,n,B1,Adjectives - Social & Cultural
folk,adj,B1,Adjectives - Social & Cultural
local,n,B1,Adjectives - Location & Direction
northern,adj,B1,Adjectives - Location & Direction
southern,adj,B1,Adjectives - Location & Direction
eastern,adj,B1,Adjectives - Location & Direction
western,adj,B1,Adjectives - Location & Direction
overseas,adj,B1,Adjectives - Location & Direction
indoor,adj,B1,Adjectives - Location & Direction
outdoor,adj,B1,Adjectives - Location & Direction
remote,adj,B1,Adjectives - Location & Direction
unfair,adj,B1,Adjectives - Negative Qualities
uncomfortable,adj,B1,Adjectives - Negative Qualities
unpleasant,adj,B1,Adjectives - Negative Qualities
unable,adj,B1,Adjectives - Negative Qualities
unlikely,adj,B1,Adjectives - Negative Qualities
unnecessary,adj,B1,Adjectives - Negative Qualities
violent,adj,B1,Adjectives - Negative Qualities
painful,adj,B1,Adjectives - Negative Qualities
unemployed,adj,B1,Adjectives - Negative Qualities
drunk,adj,B1,Adjectives - Negative Qualities
injured,adj,B1,Adjectives - Negative Qualities
poisonous,adj,B1,Adjectives - Negative Qualities
sudden,adj,B1,Adjectives - Negative Qualities
odd,adj,B1,Adjectives - Negative Qualities
rough,adj,B1,Adjectives - Negative Qualities
mental,adj,B1,Adjectives - Negative Qualities
silent,adj,B1,Adjectives - Negative Qualities
peaceful,adj,B1,Adjectives - Negative Qualities
private,adj,B1,Adjectives - Negative Qualities
romantic,adj,B1,Adjectives - Negative Qualities
relaxing,adj,B1,Adjectives - Negative Qualities
engaged,adj,B1,Adjectives - Negative Qualities
fixed,adj,B1,Adjectives - Negative Qualities
